16|16
0|0|1|10|1
0|1|1|10|1
0|2|1|10|1
0|3|1|10|1
0|4|1|10|1
0|5|1|10|1
0|6|1|10|1
0|7|1|10|1
0|8|1|10|1
0|9|1|10|1
0|10|1|10|1
0|11|1|10|0
0|12|1|10|0
0|13|1|10|0
0|14|1|10|0
0|15|1|10|1
0|16|1|10|1
0|17|1|10|1
0|18|1|10|1
0|19|1|10|1
0|20|1|10|1
0|21|1|10|1
0|22|1|10|1
0|23|1|10|1
0|24|1|10|1
0|25|1|10|1
0|26|1|10|0
0|27|1|10|0
0|28|1|10|0
0|29|1|10|0
0|30|1|10|1
0|31|1|10|1
0|32|1|10|1
0|33|1|10|1
0|34|1|10|1
0|35|1|10|1
0|36|1|10|1
0|37|1|10|1
0|38|1|10|1
0|39|1|10|1
0|40|1|10|1
0|41|1|10|0
0|42|1|10|0
0|43|1|10|0
0|44|1|10|0
0|45|1|10|1
0|46|1|10|1
0|47|1|10|1
0|48|1|10|0
0|49|1|10|0
0|50|1|10|0
0|51|1|10|0
0|52|1|10|0
0|53|1|10|0
0|54|1|10|0
0|55|1|10|0
0|56|1|10|0
0|57|1|10|0
0|58|1|10|0
0|59|1|10|0
0|60|1|10|1
0|61|1|10|1
0|62|1|10|1
0|63|1|10|0
0|64|1|10|0
0|65|1|10|0
0|66|1|10|0
0|67|1|10|0
0|68|1|10|0
0|69|1|10|0
0|70|1|10|0
0|71|1|10|0
0|72|1|10|0
0|73|1|10|0
0|74|1|10|0
0|75|1|10|1
0|76|1|10|1
0|77|1|10|1
0|78|1|10|0
0|79|1|10|0
0|80|1|10|0
0|81|1|10|0
0|82|1|10|0
0|83|1|10|0
0|84|1|10|0
0|85|1|10|0
0|86|1|10|0
0|87|1|10|0
0|88|1|10|0
0|89|1|10|0
0|90|1|10|1
0|91|1|10|1
0|92|1|10|1
0|93|1|10|0
0|94|1|10|0
0|95|1|10|0
0|96|1|10|0
0|97|1|10|0
0|98|1|10|0
0|99|1|10|0
0|100|1|10|0
0|101|1|10|0
0|102|1|10|0
0|103|1|10|0
0|104|1|10|0
0|105|1|10|1
0|106|1|10|1
0|107|1|10|1
0|108|1|10|0
0|109|1|10|0
0|110|1|10|0
0|111|1|10|0
0|112|1|10|0
0|113|1|10|0
0|114|1|10|0
0|115|1|10|0
0|116|1|10|0
0|117|1|10|0
0|118|1|10|0
0|119|1|10|0
0|120|1|10|1
0|121|1|10|1
0|122|1|10|1
0|123|1|10|0
0|124|1|10|0
0|125|1|10|0
0|126|1|10|0
0|127|1|10|0
0|128|1|10|0
0|129|1|10|0
0|130|1|10|0
0|131|1|10|0
0|132|1|10|0
0|133|1|10|0
0|134|1|10|0
0|135|1|10|1
0|136|1|10|1
0|137|1|10|1
0|138|1|10|0
0|139|1|10|0
0|140|1|10|0
0|141|1|10|0
0|142|1|10|0
0|143|1|10|0
0|144|1|10|0
0|145|1|10|0
0|146|1|10|0
0|147|1|10|0
0|148|1|10|0
0|149|1|10|0
0|150|1|10|1
0|151|1|10|1
0|152|1|10|1
0|153|1|10|0
0|154|1|10|0
0|155|1|10|0
0|156|1|10|0
0|157|1|10|0
0|158|1|10|0
0|159|1|10|0
0|160|1|10|0
0|161|1|10|0
0|162|1|10|0
0|163|1|10|0
0|164|1|10|0
0|165|1|10|0
0|166|1|10|0
0|167|1|10|0
0|168|1|10|0
0|169|1|10|0
0|170|1|10|0
0|171|1|10|0
0|172|1|10|0
0|173|1|10|0
0|174|1|10|0
0|175|1|10|0
0|176|1|10|0
0|177|1|10|0
0|178|1|10|0
0|179|1|10|0
0|180|1|10|0
0|181|1|10|0
0|182|1|10|0
0|183|1|10|0
0|184|1|10|0
0|185|1|10|0
0|186|1|10|0
0|187|1|10|0
0|188|1|10|0
0|189|1|10|0
0|190|1|10|0
0|191|1|10|0
0|192|1|10|0
0|193|1|10|0
0|194|1|10|0
0|195|1|10|0
0|196|1|10|0
0|197|1|10|0
0|198|1|10|0
0|199|1|10|0
0|200|1|10|0
0|201|1|10|0
0|202|1|10|0
0|203|1|10|0
0|204|1|10|0
0|205|1|10|0
0|206|1|10|0
0|207|1|10|0
0|208|1|10|0
0|209|1|10|0
0|210|1|10|0
0|211|1|10|0
0|212|1|10|0
0|213|1|10|0
0|214|1|10|0
0|215|1|10|0
0|216|1|10|0
0|217|1|10|0
0|218|1|10|0
0|219|1|10|0
0|220|1|10|0
0|221|1|10|0
0|222|1|10|0
0|223|1|10|0
0|224|1|10|0
1|0|0|17|1
1|1|0|17|1
1|2|0|17|1
1|3|0|17|1
1|4|0|17|1
1|5|0|17|1
1|6|0|17|1
1|7|0|17|1
1|8|0|17|1
1|9|0|17|1
1|10|0|17|1
1|11|1|17|1
1|12|1|17|1
1|13|1|17|0
1|14|1|17|0
1|15|0|17|1
1|16|0|17|1
1|17|0|17|1
1|18|0|17|1
1|19|0|17|1
1|20|0|17|1
1|21|0|17|1
1|22|0|17|1
1|23|0|17|1
1|24|0|17|1
1|25|0|17|1
1|26|1|17|1
1|27|1|17|1
1|28|1|17|0
1|29|1|17|0
1|30|0|17|1
1|31|0|17|1
1|32|0|17|1
1|33|0|17|1
1|34|0|17|1
1|35|0|17|1
1|36|0|17|1
1|37|0|17|1
1|38|0|17|1
1|39|0|17|1
1|40|0|17|1
1|41|1|17|1
1|42|1|17|1
1|43|1|17|0
1|44|1|17|0
1|45|0|17|1
1|46|0|17|1
1|47|0|17|1
1|48|1|17|0
1|49|1|17|0
1|50|1|17|0
1|51|1|17|0
1|52|1|17|0
1|53|1|17|0
1|54|1|17|0
1|55|1|17|0
1|56|1|17|0
1|57|1|17|0
1|58|1|17|0
1|59|1|17|0
1|60|0|17|1
1|61|0|17|1
1|62|0|17|1
1|63|1|17|0
1|64|1|17|0
1|65|1|17|0
1|66|1|17|0
1|67|1|17|0
1|68|1|17|0
1|69|1|17|0
1|70|1|17|0
1|71|1|17|0
1|72|1|17|0
1|73|1|17|0
1|74|1|17|0
1|75|0|17|1
1|76|0|17|1
1|77|0|17|1
1|78|1|17|0
1|79|1|17|0
1|80|1|17|0
1|81|1|17|0
1|82|1|17|0
1|83|1|17|0
1|84|1|17|0
1|85|1|17|0
1|86|1|17|0
1|87|1|17|0
1|88|1|17|0
1|89|1|17|0
1|90|0|17|1
1|91|0|17|1
1|92|0|17|1
1|93|1|17|0
1|94|1|17|0
1|95|1|17|0
1|96|1|17|0
1|97|1|17|0
1|98|1|17|0
1|99|1|17|0
1|100|1|17|0
1|101|1|17|0
1|102|1|17|0
1|103|1|17|0
1|104|1|17|0
1|105|0|17|1
1|106|0|17|1
1|107|0|17|1
1|108|1|17|0
1|109|1|17|0
1|110|1|17|0
1|111|1|17|0
1|112|1|17|0
1|113|1|17|0
1|114|1|17|0
1|115|1|17|0
1|116|1|17|0
1|117|1|17|0
1|118|1|17|0
1|119|1|17|0
1|120|0|17|1
1|121|0|17|1
1|122|0|17|1
1|123|1|17|0
1|124|1|17|0
1|125|1|17|0
1|126|1|17|0
1|127|1|17|0
1|128|1|17|0
1|129|1|17|0
1|130|1|17|0
1|131|1|17|0
1|132|1|17|0
1|133|1|17|0
1|134|1|17|0
1|135|0|17|1
1|136|0|17|1
1|137|0|17|1
1|138|1|17|0
1|139|1|17|0
1|140|1|17|0
1|141|1|17|0
1|142|1|17|0
1|143|1|17|0
1|144|1|17|0
1|145|1|17|0
1|146|1|17|0
1|147|1|17|0
1|148|1|17|0
1|149|1|17|0
1|150|0|17|1
1|151|0|17|1
1|152|0|17|1
1|153|1|17|0
1|154|1|17|0
1|155|1|17|0
1|156|1|17|0
1|157|1|17|0
1|158|1|17|0
1|159|1|17|0
1|160|1|17|0
1|161|1|17|0
1|162|1|17|0
1|163|1|17|0
1|164|1|17|0
1|165|1|17|1
1|166|1|17|1
1|167|1|17|1
1|168|1|17|0
1|169|1|17|0
1|170|1|17|0
1|171|1|17|0
1|172|1|17|0
1|173|1|17|1
1|174|1|17|0
1|175|1|17|0
1|176|1|17|0
1|177|1|17|0
1|178|1|17|0
1|179|1|17|0
1|180|1|17|1
1|181|1|17|1
1|182|1|17|1
1|183|1|17|0
1|184|1|17|0
1|185|1|17|0
1|186|1|17|0
1|187|1|17|0
1|188|1|17|0
1|189|1|17|0
1|190|1|17|0
1|191|1|17|0
1|192|1|17|0
1|193|1|17|0
1|194|1|17|0
1|195|1|17|0
1|196|1|17|0
1|197|1|17|0
1|198|1|17|0
1|199|1|17|0
1|200|1|17|0
1|201|1|17|0
1|202|1|17|0
1|203|1|17|0
1|204|1|17|0
1|205|1|17|0
1|206|1|17|0
1|207|1|17|0
1|208|1|17|0
1|209|1|17|0
1|210|1|17|0
1|211|1|17|0
1|212|1|17|0
1|213|1|17|0
1|214|1|17|0
1|215|1|17|0
1|216|1|17|0
1|217|1|17|0
1|218|1|17|0
1|219|1|17|0
1|220|1|17|0
1|221|1|17|0
1|222|1|17|0
1|223|1|17|0
1|224|1|17|0
2|0|0|6|0
2|1|0|6|0
2|2|0|6|0
2|3|0|6|0
2|4|0|6|0
2|5|0|6|0
2|6|0|6|0
2|7|0|6|0
2|8|0|6|0
2|9|0|6|0
2|10|0|6|0
2|11|0|6|0
2|12|0|6|0
2|13|0|6|0
2|14|0|6|0
2|15|0|6|0
2|16|0|6|0
2|17|0|6|0
2|18|0|6|0
2|19|0|6|0
2|20|0|6|0
2|21|0|6|0
2|22|0|6|0
2|23|0|6|0
2|24|0|6|0
2|25|0|6|0
2|26|0|6|0
2|27|0|6|0
2|28|0|6|0
2|29|0|6|0
2|30|0|6|0
2|31|0|6|0
2|32|0|6|0
2|33|0|6|0
2|34|0|6|0
2|35|0|6|0
2|36|0|6|0
2|37|0|6|0
2|38|0|6|0
2|39|0|6|0
2|40|0|6|0
2|41|0|6|0
2|42|0|6|0
2|43|0|6|0
2|44|0|6|0
2|45|0|6|0
2|46|0|6|0
2|47|0|6|0
2|48|0|6|0
2|49|0|6|0
2|50|0|6|0
2|51|0|6|0
2|52|0|6|0
2|53|0|6|0
2|54|0|6|0
2|55|0|6|0
2|56|0|6|0
2|57|0|6|0
2|58|0|6|0
2|59|0|6|0
2|60|0|6|0
2|61|0|6|0
2|62|0|6|0
2|63|0|6|0
2|64|0|6|0
2|65|0|6|0
2|66|0|6|0
2|67|0|6|0
2|68|0|6|0
2|69|0|6|0
2|70|0|6|0
2|71|0|6|0
2|72|1|6|0
2|73|1|6|0
2|74|1|6|0
2|75|0|6|0
2|76|0|6|0
2|77|0|6|0
2|78|0|6|0
2|79|0|6|0
2|80|0|6|0
2|81|0|6|0
2|82|0|6|0
2|83|0|6|0
2|84|0|6|0
2|85|0|6|0
2|86|0|6|0
2|87|1|6|0
2|88|1|6|0
2|89|1|6|0
2|90|0|6|0
2|91|0|6|0
2|92|0|6|0
2|93|0|6|0
2|94|0|6|0
2|95|0|6|0
2|96|0|6|0
2|97|0|6|0
2|98|0|6|0
2|99|0|6|0
2|100|0|6|0
2|101|0|6|0
2|102|1|6|0
2|103|1|6|0
2|104|1|6|0
2|105|0|6|0
2|106|0|6|0
2|107|0|6|0
2|108|0|6|0
2|109|0|6|0
2|110|0|6|0
2|111|0|6|0
2|112|0|6|0
2|113|0|6|0
2|114|0|6|0
2|115|0|6|0
2|116|0|6|0
2|117|1|6|0
2|118|1|6|0
2|119|1|6|0
2|120|0|6|0
2|121|0|6|0
2|122|0|6|0
2|123|0|6|0
2|124|0|6|0
2|125|0|6|0
2|126|0|6|0
2|127|0|6|0
2|128|0|6|0
2|129|0|6|0
2|130|0|6|0
2|131|0|6|0
2|132|1|6|0
2|133|1|6|0
2|134|1|6|0
2|135|0|6|0
2|136|0|6|0
